Time_Taken,Extinguisher_Used,Incorrect_Actions,Aiming_Accuracy,Distance_From_Fire,Assessment_Time,Movement_Speed,High_Temp_Time,Outcome
60,10,7,0.96,4.2,5,0.6,7,0
34,10,3,0.92,4.3,8,1.1,12,1
55,10,2,0.89,4.8,15,0.7,40,1
34,10,3,0.86,3.5,8,0.7,5,1
56,10,2,0.96,4.6,15,0.7,12,1
44,10,8,0.52,3.9,12,0.8,23,1
55,10,2,0.96,3.4,14,1.0,29,1
48,10,4,0.7,1.2,12,0.7,30,1
36,10,4,0.49,3.7,8,0.6,7,1
35,10,9,0.66,4.6,6,1.0,28,1
50,10,8,0.33,3.6,9,1.5,35,1
60,10,6,0.36,3.1,12,1.3,10,0
45,10,9,0.58,1.7,5,1.5,39,1
44,10,4,0.95,5.0,12,1.3,23,1
40,9.8,6,0.51,3.5,15,1.5,17,1
59,10,10,0.91,2.5,9,0.7,43,1
35,10,1,0.81,2.9,10,1.4,17,1
30,7.8,8,0.59,4.2,12,1.0,10,1
45,10,7,0.35,2.3,13,0.5,21,1
60,10,1,0.48,2.2,14,0.3,16,0
46,10,7,0.74,4.9,7,0.8,32,1
60,10,3,0.54,4.0,5,1.2,28,0
57,10,1,0.44,3.6,8,1.4,35,1
58,10,1,0.76,4.0,12,0.7,11,1
60,10,9,0.39,3.3,15,0.8,41,1
42,10,2,0.85,1.9,12,1.2,24,1
52,10,3,0.65,2.4,13,1.0,31,1
34,10,5,0.32,2.4,6,0.5,19,1
60,10,5,0.78,4.6,9,1.0,37,0
52,10,6,0.63,3.2,15,0.6,8,1
32,10,7,0.78,3.3,7,0.8,23,1
40,10,4,0.35,2.5,12,0.4,5,1
55,10,9,0.37,3.6,12,1.1,22,1
55,10,3,0.67,3.2,12,1.3,35,1
31,8.3,6,0.69,3.5,12,0.6,17,1
50,10,9,0.83,4.5,9,0.7,37,1
47,10,1,0.37,5.0,13,0.5,17,1
49,10,6,0.71,3.5,11,1.2,34,1
42,10,10,0.96,3.7,10,1.4,15,1
41,10,9,0.97,2.6,6,0.7,6,1
53,10,1,0.63,1.8,15,0.9,5,1
38,10,7,0.82,2.7,7,0.9,13,1
60,10,6,0.77,4.9,12,0.7,25,0
35,10,4,0.74,4.6,8,1.0,15,1
60,10,9,0.36,4.9,13,0.6,40,0
37,8.8,2,0.85,3.3,13,0.8,15,1
60,10,1,0.95,1.3,15,1.2,29,0
48,10,4,0.52,2.7,15,1.4,9,1
38,9.7,5,0.39,1.4,14,1.2,7,1
36,10,4,0.59,2.3,9,1.4,5,1
48,10,7,0.89,4.6,15,0.9,17,1
54,10,0,1.0,4.8,6,0.7,34,1
56,10,4,0.61,2.0,12,1.3,11,1
60,10,9,0.64,2.8,11,1.3,23,0
38,10,0,0.57,4.1,6,0.3,22,1
31,10,1,0.63,1.2,5,0.8,18,1
60,10,7,0.76,1.4,10,1.3,16,0
36,10,8,0.33,4.6,7,0.6,22,1
45,10,3,0.32,2.8,15,0.3,28,1
47,10,3,0.76,3.7,10,1.3,14,1
54,10,0,0.92,4.1,15,1.2,37,1
56,10,0,0.9,4.7,5,1.2,28,1
36,8.3,10,0.9,4.2,14,0.3,21,1
51,10,8,0.38,1.6,15,1.0,25,1
56,10,4,0.78,2.1,13,0.3,23,1
52,10,10,0.5,1.6,5,1.1,7,1
55,10,8,0.49,3.9,15,1.0,13,1
47,10,3,0.46,3.5,8,1.4,31,1
41,10,5,0.72,3.5,5,1.2,22,1
57,10,6,0.65,2.1,14,0.4,41,1
60,10,5,0.94,3.3,15,0.7,17,0
49,10,3,0.41,1.3,5,1.4,41,1
60,10,10,0.35,4.0,8,0.8,13,0
53,10,9,0.93,3.1,6,1.1,9,1
55,10,0,0.56,1.5,12,1.4,25,1
57,10,6,0.35,1.2,7,0.8,22,1
56,10,4,0.81,1.9,9,1.0,31,1
45,10,1,0.7,1.5,11,0.7,11,1
35,9.1,4,0.63,1.4,13,1.1,7,1
60,10,0,0.81,4.3,9,1.0,46,0
60,10,8,0.73,1.6,9,1.3,25,0
37,10,10,1.0,1.7,10,1.3,25,1
60,10,3,0.41,2.4,7,0.5,39,0
59,10,0,0.49,1.3,7,1.1,24,1
36,8.4,4,0.78,3.8,15,0.4,20,1
40,10,5,0.92,2.1,8,1.3,9,1
50,10,5,0.31,1.2,8,0.9,42,1
53,10,6,0.82,4.2,15,1.3,24,1
31,10.0,0,0.94,3.0,5,0.9,16,1
31,10,2,0.7,2.1,5,0.9,13,1
60,10,5,0.61,3.4,11,0.7,40,0
50,10,5,0.81,2.7,9,1.4,5,1
52,10,4,0.63,1.8,9,1.3,16,1
33,10,2,0.62,1.4,8,1.0,18,1
60,10,0,0.69,4.7,12,0.7,27,0
37,10,8,0.96,1.4,12,1.3,24,1
42,10,9,0.48,4.1,8,0.7,34,1
49,10,4,0.9,1.7,15,0.6,10,1
37,10,7,0.32,1.6,10,0.4,27,1
39,10,8,0.69,2.5,10,1.4,8,1
38,10,8,0.48,4.3,14,0.3,13,1
38,9.4,10,0.75,1.7,15,0.6,18,1
37,10,3,0.49,1.8,10,1.0,18,1
54,10,0,0.48,3.2,14,0.4,9,1
45,10,2,0.48,4.0,10,0.4,13,1
60,10,5,0.4,4.5,11,1.4,47,0
53,10,0,0.74,2.7,15,1.2,13,1
60,10,6,0.52,2.1,7,1.0,24,0
38,10,0,0.64,1.6,14,1.0,20,1
45,10,7,0.49,1.6,5,1.2,33,1
49,10,8,0.61,3.1,15,1.4,23,1
60,10,7,0.88,1.0,14,1.1,16,0
36,10,0,0.51,2.0,7,1.2,13,1
60,10,5,0.56,3.2,6,1.3,12,0
52,10,5,0.96,1.6,7,0.9,33,1
55,10,2,0.57,1.3,13,0.5,8,1
60,10,1,0.86,1.9,14,0.6,12,0
38,10,3,0.94,4.3,10,1.2,27,1
49,10,4,0.77,1.6,11,1.0,32,1
43,10,9,0.82,1.2,14,0.8,26,1
48,10,7,0.99,2.0,5,0.9,19,1
41,10,0,0.61,1.5,14,1.2,8,1
59,10,7,0.92,4.3,12,1.3,39,1
30,9.8,5,0.78,2.0,6,1.4,17,1
38,10.0,9,0.82,3.5,12,1.4,5,1
44,10,2,0.94,3.4,10,0.7,14,1
47,10,6,0.74,2.8,9,1.3,11,1
60,10,8,0.82,2.3,10,0.5,38,0
52,10,2,0.91,3.6,7,0.7,12,1
59,10,0,0.67,3.0,11,1.3,43,1
60,10,2,0.91,2.4,9,1.4,24,0
41,10,8,0.33,1.6,15,1.0,11,1
38,9.8,0,0.34,3.3,15,0.7,11,1
57,10,1,0.61,1.1,12,0.4,18,1
31,9.8,10,0.44,1.8,8,0.9,22,1
60,10,7,0.67,4.0,9,0.5,31,1
44,10,8,0.69,1.1,5,0.7,36,1
45,10,2,0.43,2.0,7,0.4,6,1
56,10,6,0.54,2.7,13,1.3,25,1
36,10,7,0.32,2.5,14,1.1,18,1
60,10,7,0.86,3.2,8,1.5,9,0
42,10,2,0.31,4.3,7,1.3,31,1
39,10,5,0.4,3.0,12,1.2,27,1
60,10,0,0.43,4.5,13,1.0,9,0
47,10,10,0.34,2.4,7,1.4,11,1
54,10,8,0.94,4.9,12,0.4,7,1
39,10,3,0.5,2.7,10,1.5,8,1
52,10,6,0.5,2.4,15,1.2,19,1
34,9.0,1,0.58,3.7,12,1.4,7,1
55,10,6,0.5,1.8,14,0.7,38,1
55,10,0,0.51,4.7,11,0.8,33,1
57,10,0,0.51,2.8,11,0.9,35,1
42,10,9,0.87,3.9,6,0.4,21,1
49,10,8,0.5,3.8,8,1.4,32,1
49,10,4,0.88,3.7,12,0.7,5,1
60,10,2,0.5,2.9,5,1.5,53,0
38,10,9,0.68,2.5,8,0.7,9,1
44,10,2,0.79,3.2,13,0.7,28,1
41,10,4,0.93,2.8,12,0.9,9,1
58,10,9,0.6,4.4,12,0.3,33,1
46,10,2,0.38,4.4,9,0.5,25,1
37,10,8,0.95,2.2,8,0.5,13,1
49,10,7,0.51,4.6,15,0.9,6,1
49,10,6,0.94,4.5,14,1.4,33,1
53,10,4,0.57,4.1,7,0.3,19,1
34,10.0,6,0.81,4.7,10,1.2,5,1
49,10,2,0.43,3.7,9,0.7,38,1
36,10,6,0.39,1.6,10,1.0,11,1
57,10,10,0.93,3.0,8,0.5,27,1
42,10,6,0.97,2.9,6,0.4,25,1
57,10,0,0.35,3.6,6,0.6,24,1
35,10,6,0.83,2.1,7,1.0,21,1
53,10,1,0.46,1.2,12,1.3,31,1
39,10,4,0.44,3.4,15,1.1,18,1
40,10,7,0.4,4.0,12,0.7,17,1
46,10,0,0.89,2.0,9,1.2,12,1
32,9.2,0,0.82,4.7,8,0.6,24,1
58,10,3,0.78,3.3,5,0.6,36,1
60,10,1,0.52,2.5,15,1.0,36,0
60,10,3,0.55,3.1,6,1.3,38,0
60,10,6,0.67,1.4,12,0.5,26,0
48,10,6,0.77,4.6,12,1.3,8,1
37,9.8,5,0.7,3.9,15,0.4,19,1
35,9.1,9,0.57,2.0,10,1.0,18,1
60,10,5,0.79,4.1,6,1.3,16,0
38,10,4,0.48,4.3,7,0.8,23,1
60,10,0,0.43,2.5,14,1.0,39,0
37,10,4,0.85,3.3,11,0.7,8,1
54,10,4,0.8,4.8,12,1.2,41,1
48,10,5,0.79,4.5,5,1.1,37,1
45,10,4,0.67,3.3,12,0.3,32,1
45,10,5,0.69,4.8,10,1.1,5,1
54,10,3,0.61,3.6,10,1.1,16,1
41,10,8,0.73,1.9,9,0.8,13,1
48,10,10,0.86,5.0,12,0.9,9,1
31,8.0,3,0.94,3.2,10,0.4,20,1
37,10,2,0.73,2.1,15,1.2,5,1
42,10,0,0.87,4.1,6,1.3,5,1
38,10,4,0.98,1.9,8,1.4,8,1
60,10,9,0.34,2.5,8,1.0,26,0
43,10,9,0.37,4.6,8,1.4,17,1
52,10,5,0.73,2.2,15,1.5,11,1
49,10,1,0.69,2.0,14,1.3,31,1
37,10,9,0.61,1.7,6,0.8,29,1
58,10,6,1.0,3.6,6,0.3,18,1
36,10,10,0.65,4.0,7,0.8,19,1
30,10,10,0.5,4.2,7,0.4,14,1
60,10,0,0.89,4.6,11,0.8,8,0
40,10,0,0.42,3.8,6,1.1,18,1
31,10,10,0.43,1.7,5,1.1,24,1
51,10,10,0.39,1.4,6,1.1,16,1
60,10,9,0.94,1.4,7,0.4,46,0
60,10,9,0.73,3.1,6,1.0,38,0
35,10,1,0.46,1.2,9,0.7,26,1
46,10,7,0.36,2.9,14,1.3,24,1
60,10,7,0.68,3.6,13,0.7,25,0
41,10,0,0.42,1.8,12,1.4,17,1
56,10,0,0.83,3.8,10,0.8,35,1
35,10,1,0.38,2.5,9,0.8,14,1
54,10,1,0.77,1.7,10,0.4,21,1
53,10,6,0.53,3.2,14,1.0,39,1
30,6.2,9,1.0,3.1,15,1.3,5,1
33,10,7,0.58,2.6,7,1.1,7,1
32,10.0,4,0.45,2.2,8,0.5,23,1
32,10,1,0.46,3.3,5,1.2,18,1
57,10,4,0.99,2.8,6,1.5,43,1
53,10,4,0.48,2.8,8,1.1,39,1
58,10,1,0.86,2.0,11,1.0,14,1
41,10,3,0.49,3.5,7,0.7,22,1
60,10,4,0.75,1.2,12,0.5,18,0
40,10,10,0.52,3.1,12,0.6,13,1
37,8.2,3,0.53,1.0,15,1.3,19,1
60,10,4,1.0,1.6,13,1.4,27,0
60,10,9,0.51,1.6,5,0.5,5,0
58,10,8,0.7,4.7,13,1.2,16,1
47,10,5,0.52,2.5,7,0.3,9,1
39,10,6,0.35,4.7,12,1.4,17,1
60,10,1,0.75,2.1,9,1.3,27,0
44,10,10,0.92,2.4,14,1.2,11,1
55,10,2,0.68,2.6,5,1.2,27,1
58,10,1,0.86,1.7,8,0.7,28,1
60,10,4,0.47,3.1,14,0.6,29,0
60,10,6,0.98,3.1,10,1.4,49,0
49,10,5,0.35,1.8,11,1.1,26,1
60,10,4,0.78,2.5,5,1.4,51,0
60,10,7,0.38,4.1,14,0.9,21,0
56,10,9,0.81,3.1,14,0.8,42,1
45,10,10,0.92,3.3,13,1.0,8,1
40,10,0,0.31,3.6,15,1.3,17,1
32,6.8,9,0.88,4.0,14,1.3,16,1
51,10,10,0.8,4.8,6,1.1,21,1
48,10,5,0.7,3.7,6,0.8,30,1
48,10,7,0.86,3.5,14,1.4,8,1
45,10,6,0.52,1.9,6,0.9,32,1
60,10,10,0.96,4.9,13,0.6,34,0
60,10,3,0.55,2.7,9,0.5,23,0
31,9.3,10,0.92,3.1,9,1.0,22,1
42,10,1,0.54,4.2,11,0.8,25,1
38,10,2,0.87,3.8,10,0.7,20,1
57,10,1,0.95,3.5,6,0.6,7,1
60,10,6,0.88,4.0,7,0.8,42,0
35,9.9,4,0.81,2.7,11,0.5,7,1
60,10,0,0.7,2.3,5,0.7,43,0
39,10,5,0.42,1.9,13,0.3,24,1
31,9.8,9,0.69,4.9,6,0.6,10,1
55,10,1,0.9,2.9,5,0.6,18,1
60,10,5,0.57,2.0,6,0.6,47,0
39,10,8,0.3,1.4,7,1.3,28,1
55,10,2,0.89,1.6,15,0.9,14,1
45,10,3,0.36,4.2,11,1.1,6,1
60,10,3,0.57,3.0,5,1.3,17,0
56,10,9,0.94,3.8,10,1.3,36,1
60,10,7,0.48,4.5,5,0.5,48,0
48,10,10,0.88,3.8,15,1.5,22,1
31,7.6,4,0.72,2.3,13,0.9,16,1
48,10,4,0.42,5.0,8,0.4,28,1
37,10,4,0.52,3.0,8,1.4,15,1
39,10,10,0.31,3.8,5,0.5,7,1
46,10,0,0.6,4.1,11,0.8,13,1
44,10,1,0.53,4.7,12,1.2,23,1
41,10,2,0.46,3.0,7,1.2,14,1
46,10,3,0.7,1.8,14,0.9,9,1
60,10,10,0.7,2.7,8,0.8,33,0
60,10,0,0.34,4.9,6,0.8,9,1
39,10,1,0.66,1.9,7,0.5,19,1
35,10,5,0.59,3.0,8,0.9,20,1
60,10,3,0.79,1.2,15,1.3,10,0
60,10,5,0.61,3.0,11,0.5,45,0
39,10,1,0.41,4.5,11,0.7,5,1
54,10,0,0.74,4.6,7,1.3,25,1
47,10,9,0.6,4.5,9,1.1,12,1
49,10,8,0.74,2.1,11,0.7,8,1
41,10,0,0.69,2.5,12,1.2,22,1
60,10,1,0.69,3.0,11,1.3,32,0
51,10,4,0.88,4.7,13,1.4,6,1
33,8.3,2,1.0,1.0,12,0.5,10,1
53,10,6,0.95,3.7,6,0.9,37,1
60,10,0,0.74,1.4,8,1.0,34,0
58,10,9,0.97,1.8,7,0.8,46,1
34,9.5,10,0.97,1.3,11,1.2,9,1
55,10,6,0.9,3.4,9,1.5,15,1
60,10,0,0.42,3.8,15,1.2,9,0
46,10,9,0.8,4.6,11,0.3,15,1
55,10,3,0.89,2.3,5,1.3,22,1
47,10,2,0.82,1.8,14,0.4,33,1
60,10,5,0.94,3.2,9,1.0,24,0
60,10,10,0.9,2.0,6,1.0,41,0
39,10,8,0.96,3.3,6,1.2,26,1
33,9.9,6,0.74,2.7,11,1.2,19,1
59,10,4,0.46,2.2,14,1.1,26,1
60,10,0,0.46,3.9,10,0.6,33,0
41,10,5,0.61,1.8,12,1.0,6,1
33,9.9,3,0.93,4.8,9,0.5,21,1
49,10,6,0.66,5.0,10,0.9,15,1
60,10,4,0.39,1.8,5,0.8,49,0
51,10,7,0.56,4.8,6,1.3,33,1
47,10,3,0.43,3.4,9,1.3,18,1
56,10,1,0.4,2.7,15,0.8,36,1
30,9.2,0,0.61,4.2,10,0.6,14,1
60,10,2,0.61,3.3,9,1.3,45,0
45,10,7,0.76,1.4,12,1.2,22,1
38,10,2,0.65,1.4,7,1.4,19,1
46,10,3,0.42,2.5,11,0.4,15,1
60,10,2,0.43,2.1,12,1.0,18,0
60,10,10,0.75,2.1,9,1.0,32,0
32,9.0,7,0.41,1.9,11,0.5,16,1
35,8.5,3,0.88,4.8,14,1.0,17,1
31,9.4,1,0.85,2.1,12,0.8,18,1
37,10,6,0.32,2.1,5,1.4,21,1
37,10,0,0.44,3.7,6,0.5,10,1
44,10,0,0.42,4.0,10,1.3,7,1
35,10,8,0.88,2.1,9,1.2,19,1
56,10,7,0.48,4.7,9,0.3,21,1
36,10,7,0.71,4.3,8,0.7,12,1
44,10,9,0.5,5.0,9,0.6,34,1
39,10,3,0.49,1.8,7,0.6,20,1
51,10,5,0.74,1.8,9,1.1,17,1
60,10,7,0.36,2.3,10,1.1,13,0
36,10,2,0.74,2.4,7,0.6,24,1
48,10,7,0.99,4.9,11,1.1,18,1
52,10,3,0.37,4.6,11,1.5,20,1
42,10,6,0.52,3.7,5,0.7,35,1
60,10,2,0.63,1.5,5,1.0,30,0
35,10,7,0.32,3.7,8,0.9,19,1
56,10,2,0.35,3.0,15,0.7,41,1
49,10,10,0.93,2.6,9,0.5,12,1
44,10,0,0.82,3.5,13,0.8,27,1
60,10,1,0.6,3.0,9,0.7,20,0
55,10,10,1.0,2.4,7,0.3,23,1
60,10,5,0.58,2.6,5,0.7,19,0
40,10,5,0.3,1.7,9,0.5,24,1
59,10,1,0.55,2.1,13,0.5,18,1
60,10,10,0.92,2.1,9,1.2,18,1
60,10,5,0.37,3.0,9,1.5,12,0
49,10,10,0.94,4.0,10,0.5,35,1
60,10,3,0.65,2.8,9,1.1,49,0
56,10,9,0.94,1.7,10,1.3,13,1
40,10,1,0.58,2.1,11,0.7,18,1
60,10,4,0.31,4.7,7,1.1,7,0
40,10,1,0.99,1.2,9,0.5,12,1
60,10,4,0.82,4.8,10,1.3,32,0
60,10,10,0.46,1.2,8,1.2,23,0
48,10,5,0.92,4.4,15,1.0,23,1
31,6.0,3,0.94,3.7,15,0.3,14,1
33,10,4,0.61,2.6,8,1.3,17,1
60,10,10,0.31,3.5,9,0.5,39,0
33,8.4,0,0.65,3.9,12,0.5,21,1
60,10,10,0.73,1.0,14,1.1,23,0
46,10,4,0.6,1.1,13,0.6,10,1
33,7.9,4,0.81,3.9,14,1.0,11,1
60,10,4,0.94,4.5,7,1.0,43,0
48,10,9,0.74,4.9,8,0.6,31,1
57,10,1,0.49,3.5,14,0.4,43,1
60,10,9,0.6,5.0,14,0.8,25,0
60,10,1,0.65,2.6,7,0.6,50,0
60,10,6,0.77,2.4,7,0.7,9,0
40,10,1,0.63,3.0,13,0.3,18,1
40,10,7,0.78,2.1,12,0.9,11,1
42,10,1,0.93,2.2,9,0.7,28,1
60,10,10,0.49,4.0,11,1.1,12,0
46,10,4,0.59,1.7,10,0.6,33,1
36,8.5,2,0.69,5.0,14,1.2,12,1
39,10,1,0.92,3.2,8,1.4,7,1
60,10,5,0.93,2.1,15,0.8,7,0
59,10,8,0.46,3.3,12,1.4,7,1
59,10,6,1.0,3.8,8,0.4,16,1
50,10,5,0.64,2.3,15,0.3,16,1
56,10,5,0.43,2.9,11,0.9,20,1
60,10,6,0.73,1.6,14,0.5,7,0
47,10,4,0.72,1.2,7,0.3,36,1
36,10,0,0.77,4.0,9,0.9,24,1
53,10,5,1.0,1.5,7,0.9,45,1
43,10,6,0.86,1.2,14,0.7,10,1
60,10,3,0.44,4.5,11,0.4,7,0
51,10,8,0.7,2.3,14,0.8,32,1
41,10,0,0.43,4.1,7,0.4,24,1
54,10,5,0.84,3.8,14,0.8,27,1
46,10,5,0.36,4.1,11,0.5,9,1
60,10,9,0.84,2.1,15,1.4,38,0
57,10,9,0.79,2.7,7,1.1,48,1
37,10,1,0.82,2.5,15,0.6,12,1
35,10,0,0.91,3.9,10,0.5,24,1
36,10,10,0.86,4.6,11,0.6,21,1
60,10,4,0.84,4.0,14,1.0,5,1
32,10,5,0.4,4.5,5,1.5,21,1
52,10,8,0.31,2.7,7,0.3,20,1
55,10,8,0.78,2.9,9,1.3,29,1
40,10,0,0.62,2.0,12,1.0,10,1
60,10,0,0.38,3.9,5,1.4,32,0
44,10,8,0.76,4.4,5,0.4,9,1
60,10,6,0.48,2.3,13,1.2,44,0
43,10,2,0.93,3.3,11,0.6,13,1
58,10,6,0.74,2.1,10,0.6,39,1
42,10,0,0.97,1.2,5,0.7,15,1
54,10,4,0.51,3.0,7,0.8,34,1
37,10,2,0.92,4.4,14,0.3,5,1
52,10,1,0.44,4.5,13,0.5,29,1
46,10,6,0.44,2.6,9,0.7,26,1
56,10,10,0.64,2.7,9,1.4,36,1
60,10,7,0.4,2.8,10,0.9,12,0
60,10,7,0.7,4.8,6,0.4,32,0
55,10,2,0.89,4.1,10,0.8,6,1
60,10,3,0.64,4.4,14,0.5,28,0
50,10,5,0.77,2.8,11,0.6,23,1
37,10.0,6,0.64,2.0,12,1.3,9,1
45,10,7,0.7,4.3,15,0.9,14,1
60,10,0,0.67,3.1,6,0.6,28,0
51,10,6,0.36,1.4,13,0.9,8,1
51,10,5,0.4,2.9,14,1.4,13,1
42,10,5,0.81,4.2,12,1.3,24,1
31,8.0,9,0.83,4.5,13,1.0,11,1
60,10,5,0.41,1.0,15,0.9,13,0
51,10,5,0.89,2.5,9,1.2,30,1
60,10,4,0.98,2.9,12,0.6,9,0
54,10,5,0.91,2.4,12,0.9,7,1
46,10,3,0.52,2.4,14,1.1,10,1
39,9.9,6,0.39,3.0,12,1.4,27,1
33,10,4,0.45,2.1,8,0.8,24,1
46,10,8,0.59,2.5,13,1.5,21,1
50,10,4,0.46,1.0,15,0.4,29,1
60,10,2,0.9,1.7,9,0.8,13,1
38,9.6,0,0.69,1.6,15,1.2,5,1
58,10,10,0.65,2.0,7,1.2,13,1
32,10,0,0.43,1.1,6,1.2,25,1
46,10,7,0.38,1.7,14,1.0,12,1
60,10,2,0.87,1.7,10,0.5,42,0
44,10,7,0.59,3.5,5,0.9,5,1
51,10,0,0.31,4.1,5,1.4,22,1
60,10,3,0.96,4.5,9,1.2,42,0
39,10,4,0.96,1.9,5,1.4,20,1
60,10,3,0.73,2.2,13,0.3,33,0
42,10,10,0.89,1.3,12,1.3,21,1
58,10,10,0.88,3.1,9,1.4,28,1
37,10,10,0.84,4.9,8,0.3,5,1
47,10,7,0.88,1.6,13,1.5,8,1
36,8.5,4,0.93,2.0,14,1.0,13,1
51,10,9,0.85,4.8,6,1.3,21,1
32,8.7,2,0.36,3.5,13,1.2,16,1
60,10,7,0.75,2.3,6,0.6,32,0
60,10,9,0.64,1.1,15,1.2,30,0
60,10,2,0.78,3.8,13,0.4,44,0
52,10,7,0.98,1.4,14,1.1,24,1
43,10,3,0.47,4.9,6,1.5,34,1
30,6.8,6,0.94,3.9,15,1.1,5,1
53,10,2,0.38,1.4,14,1.2,9,1
45,10,2,0.72,4.2,7,1.1,26,1
48,10,8,0.9,2.4,15,1.4,6,1
36,10,10,0.88,4.9,12,1.0,22,1
57,10,1,0.85,2.1,10,0.5,12,1
47,10,10,0.91,2.5,9,0.5,6,1
44,10,7,0.58,2.8,15,0.7,17,1
48,10,8,0.55,3.4,6,1.2,18,1
60,10,9,0.75,2.2,10,1.4,18,0
45,10,4,0.85,1.8,15,0.8,29,1
57,10,8,0.65,2.7,13,1.1,16,1
52,10,10,0.71,4.7,9,0.8,30,1
47,10,2,0.86,4.8,8,0.6,20,1
30,10,2,0.35,1.5,5,1.4,16,1
50,10,2,0.73,3.1,13,1.4,33,1
32,7.3,9,0.64,2.9,14,1.2,7,1
39,10,0,0.87,4.4,7,0.4,25,1
59,10,2,0.51,5.0,15,1.2,18,1
32,7.1,9,0.93,3.0,14,0.8,15,1
51,10,7,0.31,1.8,12,0.5,10,1
60,10,10,0.31,3.4,5,0.9,45,0
60,10,6,0.62,3.7,13,0.8,47,0
41,10,5,0.46,3.5,7,0.9,11,1
35,10,2,0.86,3.9,7,0.6,6,1
52,10,10,0.43,4.7,7,0.6,40,1
53,10,6,0.34,2.7,8,0.5,28,1
60,10,7,0.97,3.0,12,1.3,10,0
33,8.2,3,0.84,3.0,13,1.4,20,1
42,10,7,0.93,1.6,6,1.4,20,1
58,10,7,0.94,2.9,13,1.3,17,1
51,10,4,0.38,4.8,14,1.4,28,1
60,10,7,0.87,4.2,6,0.3,39,0
60,10,6,0.56,3.0,7,0.3,36,0
44,10,4,0.86,3.8,10,1.4,34,1
60,10,3,0.83,4.0,11,0.6,20,0
42,10,0,0.37,2.3,5,1.3,25,1
54,10,5,0.3,2.7,13,0.6,23,1
31,7.6,6,0.41,4.0,14,0.5,10,1
50,10,6,0.88,4.3,11,0.8,19,1
60,10,1,0.58,1.7,14,0.4,26,0
59,10,5,0.54,3.6,15,0.9,40,1
38,9.3,1,0.95,1.5,15,1.3,21,1
51,10,1,0.5,2.7,10,1.0,40,1
57,10,4,0.56,4.3,5,1.2,11,1
57,10,6,0.8,2.8,13,0.4,34,1
56,10,1,0.37,2.8,14,1.1,16,1
40,10,0,0.86,2.4,7,1.4,26,1
31,7.6,10,0.69,2.0,12,1.1,17,1
43,10,6,0.3,1.7,10,0.6,17,1
55,10,5,0.69,4.1,14,0.8,31,1
30,7.6,8,0.35,2.5,13,0.6,13,1
58,10,0,0.47,2.5,14,0.9,16,1
60,10,7,0.9,2.2,13,0.6,36,0
60,10,6,0.37,1.2,11,0.4,22,0
43,10,8,0.58,2.6,11,0.5,24,1
60,10,2,0.52,4.4,6,0.7,35,0
42,10,6,0.77,2.9,9,0.7,27,1
58,10,8,0.33,3.9,12,1.3,10,1
40,10,1,0.64,2.9,13,1.1,19,1
44,10,4,0.95,2.9,5,1.3,26,1
30,7.7,4,0.51,4.8,10,0.7,13,1
60,10,4,0.52,1.4,13,1.0,6,0
31,9.4,6,0.57,4.7,9,1.4,14,1
32,10,6,0.86,1.1,7,0.5,8,1
46,10,8,0.72,2.1,7,0.6,18,1
48,10,2,0.52,3.6,13,0.7,22,1
54,10,9,0.31,2.1,6,1.4,34,1
59,10,1,0.56,2.2,15,1.4,41,1
41,10,7,0.84,1.6,8,1.1,17,1
60,10,8,0.92,3.1,10,1.4,44,0
38,10,7,0.4,2.4,9,1.2,6,1
57,10,9,0.3,1.3,5,1.2,20,1
37,10,6,0.63,1.5,6,0.8,9,1
45,10,10,0.86,4.4,6,0.5,12,1
38,10,1,0.97,3.3,10,1.4,27,1
55,10,4,0.48,1.9,12,0.9,32,1
60,10,9,0.3,1.5,14,0.8,9,0
52,10,2,0.76,4.4,10,1.4,13,1
54,10,4,0.67,4.3,9,0.8,14,1
41,10,1,0.54,2.2,6,0.3,15,1
30,10,5,0.75,2.7,6,1.0,5,1
51,10,10,0.76,2.4,7,0.4,37,1
45,10,5,0.97,4.5,7,1.1,8,1
59,10,2,0.73,3.9,5,0.6,16,1
60,10,6,0.41,3.0,5,1.1,40,0
60,10,0,0.58,3.2,5,0.8,18,0
35,9.2,9,0.44,3.0,15,1.3,5,1
42,10,4,0.68,4.1,8,0.9,28,1
49,10,3,0.94,1.2,7,1.0,24,1
60,10,3,0.34,1.2,5,1.0,43,0
55,10,0,0.62,1.3,13,1.2,29,1
43,10,0,0.68,2.0,6,1.2,37,1
39,10,8,0.95,2.1,10,0.8,7,1
46,10,3,0.88,5.0,13,0.3,13,1
34,10,8,0.54,2.8,5,0.7,27,1
41,10,1,0.61,3.4,6,0.4,7,1
60,10,10,0.92,2.2,7,1.2,34,0
60,10,6,0.58,2.7,15,0.3,19,1
60,10,2,0.47,2.1,6,1.2,15,0
60,10,8,0.39,3.6,13,0.8,15,0
60,10,0,0.86,2.1,14,0.4,14,0
41,10,9,0.89,3.3,11,1.2,6,1
50,10,5,0.93,1.1,9,0.7,14,1
46,10,0,0.58,3.8,9,0.9,34,1
45,10,6,0.8,2.6,15,1.3,15,1
48,10,10,0.58,2.5,14,0.6,23,1
31,8.8,10,0.61,3.4,9,0.5,17,1
49,10,3,0.33,3.2,5,0.5,7,1
41,10,2,0.92,1.2,15,1.3,19,1
31,10,4,0.32,1.9,6,0.9,19,1
45,10,8,0.84,3.7,13,0.9,22,1
